"Sex","Age","Length","Weight","logLength"
"M",4,258,112.96,2.41161970596323
"M",4,258,101.08,2.41161970596323
"M",4,258,114.53,2.41161970596323
"M",4,258,99.78,2.41161970596323
"M",4,260,133.56,2.41497334797082
"M",4,261,120.28,2.41664050733828
"M",4,261,117.77,2.41664050733828
"M",4,263,129,2.41995574848976
"M",4,263,134.18,2.41995574848976
"M",4,263,125.15,2.41995574848976
"M",4,263,138.45,2.41995574848976
"M",4,264,127.23,2.42160392686983
"M",4,265,121.45,2.42324587393681
"M",4,265,162.2,2.42324587393681
"M",4,265,131.84,2.42324587393681
"M",4,266,141.34,2.42488163663107
"M",4,266,135.24,2.42488163663107
"M",4,266,151.72,2.42488163663107
"M",4,266,119.64,2.42488163663107
"M",4,266,120.55,2.42488163663107
"M",4,268,137.32,2.42813479402879
"M",4,268,127.77,2.42813479402879
"M",4,269,153.74,2.42975228000241
"M",4,269,130,2.42975228000241
"M",4,270,128.4,2.43136376415899
"M",4,270,134.76,2.43136376415899
"M",4,270,129.28,2.43136376415899
"M",4,270,117.41,2.43136376415899
"M",4,271,131.78,2.43296929087441
"M",4,271,120.97,2.43296929087441
"M",4,271,137.5,2.43296929087441
"M",4,272,146.82,2.4345689040342
"M",4,272,117.58,2.4345689040342
"M",4,274,131.65,2.43775056282039
"M",4,275,125.68,2.43933269383026
"M",4,276,155.89,2.44090908206522
"M",4,276,138.02,2.44090908206522
"M",4,276,150.01,2.44090908206522
"M",4,277,172.89,2.44247976906445
"M",4,278,199.18,2.44404479591808
"M",4,278,157.96,2.44404479591808
"M",4,278,115.62,2.44404479591808
"M",4,278,152.88,2.44404479591808
"M",4,280,149.4,2.44715803134222
"M",4,280,188.61,2.44715803134222
"M",4,281,160.85,2.44870631990508
"M",4,281,151.02,2.44870631990508
"M",4,281,174.31,2.44870631990508
"M",4,281,172.03,2.44870631990508
"M",4,281,146.88,2.44870631990508
"M",4,281,132.32,2.44870631990508
"M",4,281,140.24,2.44870631990508
"M",4,282,156.24,2.45024910831936
"M",4,282,156.61,2.45024910831936
"M",4,282,136.47,2.45024910831936
"M",4,283,154.47,2.45178643552429
"M",4,283,135.67,2.45178643552429
"M",4,283,163.06,2.45178643552429
"M",4,283,149.15,2.45178643552429
"M",4,283,173.56,2.45178643552429
"M",4,284,180.45,2.45331834004704
"M",4,284,149.95,2.45331834004704
"M",4,284,167.41,2.45331834004704
"M",4,284,139.33,2.45331834004704
"M",4,286,178.87,2.45636603312904
"M",4,286,155.22,2.45636603312904
"M",4,286,181.07,2.45636603312904
"M",4,286,151.41,2.45636603312904
"M",4,286,198.22,2.45636603312904
"M",4,287,162.35,2.45788189673399
"M",4,287,194.19,2.45788189673399
"M",4,287,179.26,2.45788189673399
"M",4,287,162.74,2.45788189673399
"M",4,288,163.33,2.45939248775923
"M",4,288,172.98,2.45939248775923
"M",4,288,160.28,2.45939248775923
"M",4,288,163.77,2.45939248775923
"M",4,288,138.38,2.45939248775923
"M",4,288,145.78,2.45939248775923
"M",4,288,155.598,2.45939248775923
"M",4,289,156.41,2.46089784275655
"M",4,289,164.82,2.46089784275655
"M",4,289,152.52,2.46089784275655
"M",4,290,172.9,2.46239799789896
"M",4,290,168.77,2.46239799789896
"M",4,290,194.21,2.46239799789896
"M",4,291,174.38,2.46389298898591
"M",4,291,196.35,2.46389298898591
"M",4,291,187.15,2.46389298898591
"M",4,291,169.18,2.46389298898591
"M",4,291,162.36,2.46389298898591
"M",4,292,162.57,2.46538285144842
"M",4,292,159.08,2.46538285144842
"M",4,293,185.85,2.46686762035411
"M",4,293,185.63,2.46686762035411
"M",4,294,178.47,2.46834733041216
"M",4,294,159.77,2.46834733041216
"M",4,294,177.95,2.46834733041216
"M",4,295,216.57,2.46982201597816
"M",4,295,173.34,2.46982201597816
"M",4,296,185.68,2.47129171105894
"M",4,296,208.75,2.47129171105894
"M",4,296,146.72,2.47129171105894
"M",4,297,183.33,2.47275644931721
"M",4,298,187.02,2.47421626407626
"M",4,299,197.44,2.47567118832443
"M",4,299,174.34,2.47567118832443
"M",4,301,191.79,2.47856649559384
"M",4,301,217.96,2.47856649559384
"M",4,302,190.88,2.48000694295715
"M",4,302,182.6,2.48000694295715
"M",4,303,196.22,2.4814426285023
"M",4,303,257.83,2.4814426285023
"M",4,303,193.34,2.4814426285023
"M",4,305,206,2.48429983934679
"M",4,305,214.34,2.48429983934679
"M",4,305,170.99,2.48429983934679
"M",4,306,212.85,2.48572142648158
"M",4,306,217.06,2.48572142648158
"M",4,306,225.77,2.48572142648158
"M",4,306,196.13,2.48572142648158
"M",4,308,233.45,2.48855071650044
"M",4,308,227.65,2.48855071650044
"M",4,309,216.31,2.48995847942483
"M",4,309,227.17,2.48995847942483
"M",4,310,216.54,2.49136169383427
"M",4,311,217.57,2.49276038902684
"M",4,311,264.8,2.49276038902684
"M",4,311,204.16,2.49276038902684
"M",4,311,205.94,2.49276038902684
"M",4,311,239.6,2.49276038902684
"M",4,312,259,2.49415459401844
"M",4,312,203.21,2.49415459401844
"M",4,312,244.22,2.49415459401844
"M",4,313,230.88,2.49554433754645
"M",4,314,263,2.49692964807321
"M",4,314,230.2,2.49692964807321
"M",4,314,247.1,2.49692964807321
"M",4,314,171.65,2.49692964807321
"M",4,315,272.26,2.4983105537896
"M",4,317,225.97,2.50105926221775
"M",4,317,247.62,2.50105926221775
"M",4,319,242.81,2.50379068305718
"M",4,320,237.87,2.50514997831991
"M",4,320,222.72,2.50514997831991
"M",4,320,235.32,2.50514997831991
"M",4,322,235.32,2.50785587169583
"M",4,322,223.62,2.50785587169583
"M",4,323,183.74,2.5092025223311
"M",4,323,246.13,2.5092025223311
"M",4,323,244.71,2.5092025223311
"M",4,324,237.39,2.51054501020661
"M",4,324,255.66,2.51054501020661
"M",4,326,228.41,2.51321760006794
"M",4,328,287.95,2.51587384371168
"M",4,329,292.6,2.51719589794997
"M",4,331,271.43,2.51982799377572
"M",4,332,260.89,2.52113808370404
"M",4,332,277.74,2.52113808370404
"M",4,333,281.41,2.52244423350632
"M",4,333,260.35,2.52244423350632
"M",4,333,299.49,2.52244423350632
"M",4,336,260.05,2.52633927738984
"M",4,337,331.99,2.52762990087134
"M",4,339,297.84,2.53019969820308
"M",4,340,344.65,2.53147891704225
"M",4,340,279.95,2.53147891704225
"M",4,340,255.33,2.53147891704225
"M",4,341,292.37,2.5327543789925
"M",4,342,295.29,2.53402610605613
"M",4,345,356.53,2.53781909507327
"M",4,345,292.17,2.53781909507327
"M",4,345,279.32,2.53781909507327
"M",4,346,331.36,2.53907609879278
"M",4,346,304.36,2.53907609879278
"M",4,346,280.18,2.53907609879278
"M",4,347,356.87,2.54032947479087
"M",4,347,259.78,2.54032947479087
"M",4,348,389.76,2.54157924394658
"M",4,348,297.2,2.54157924394658
"M",4,349,323.12,2.54282542695918
"M",4,349,247.75,2.54282542695918
"M",4,350,318.92,2.54406804435028
"M",4,350,280.67,2.54406804435028
"M",4,350,334.15,2.54406804435028
"M",4,351,338.94,2.54530711646582
"M",4,352,310.76,2.54654266347813
"M",4,352,319.61,2.54654266347813
"M",4,353,345.26,2.54777470538782
"M",4,353,334.13,2.54777470538782
"M",4,354,242.4,2.54900326202579
"M",4,356,301.17,2.55144999797288
"M",4,356,413.57,2.55144999797288
"M",4,358,397.19,2.55388302664387
"M",4,358,369.38,2.55388302664387
"M",4,358,383.75,2.55388302664387
"M",4,359,343,2.55509444857832
"M",4,359,347.06,2.55509444857832
"M",4,360,379.77,2.55630250076729
"M",4,361,395.55,2.55750720190566
"M",4,361,408.25,2.55750720190566
"M",4,362,360.48,2.55870857053317
"M",4,363,451.72,2.55990662503611
"M",4,364,365,2.56110138364906
"M",4,364,371.49,2.56110138364906
"M",4,364,369.88,2.56110138364906
"M",4,365,429.33,2.56229286445647
"M",4,365,358.9,2.56229286445647
"M",4,366,321.13,2.56348108539441
"M",4,370,344.03,2.56820172406699
"M",4,371,419.82,2.56937390961505
"M",4,371,402.73,2.56937390961505
"M",4,373,412.72,2.57170883180869
"M",4,374,412.49,2.57287160220048
"M",4,376,463.86,2.57518784492766
"M",4,377,402.67,2.57634135020579
"M",4,380,463.66,2.57978359661681
"M",4,381,429.02,2.58092497567562
"M",4,383,455.41,2.58319877396862
"M",4,383,398.4,2.58319877396862
"M",4,383,528.22,2.58319877396862
"M",4,383,468.85,2.58319877396862
"M",4,384,498.01,2.58433122436753
"M",4,388,479.48,2.58883172559421
"M",4,388,495.61,2.58883172559421
"M",4,396,511.33,2.59769518592551
"M",4,397,508.82,2.59879050676312
"M",4,397,412.53,2.59879050676312
"M",4,398,484.33,2.59988307207369
"M",4,398,546.99,2.59988307207369
"M",4,398,499.41,2.59988307207369
"M",4,401,565,2.60314437262018
"M",4,401,525,2.60314437262018
"M",4,402,540,2.60422605308447
"M",4,402,550.74,2.60422605308447
"M",4,411,564.83,2.61384182187607
"M",4,413,589.8,2.6159500516564
"M",4,415,625,2.61804809671209
"M",4,417,479.78,2.62013605497376
"M",4,418,700,2.62117628177504
"M",4,418,615,2.62117628177504
"M",4,418,645,2.62117628177504
"M",4,420,710,2.6232492903979
"M",4,423,660,2.62634036737504
"M",4,428,490.22,2.63144376901317
"M",4,429,568.12,2.63245729218472
"M",4,430,785,2.63346845557959
"M",4,435,785,2.63848925695464
"M",4,435,815,2.63848925695464
"M",4,436,680,2.63948648926859
"M",4,441,715,2.64443858946784
"M",4,442,705,2.64542226934909
"M",4,445,890,2.64836001098093
"M",4,446,725,2.64933485871214
"M",4,451,705,2.65417654187796
"M",4,453,805,2.65609820201283
"M",4,453,620,2.65609820201283
"M",4,454,785,2.6570558528571
"M",4,456,745,2.65896484266443
"M",4,458,760,2.66086547800387
"M",4,459,775,2.66181268553726
"M",4,479,900,2.68033551341456
"M",4,486,1260,2.68663626926229
"M",4,489,1075,2.68930885912362
"M",5,246,132.46,2.39093510710338
"M",5,249,105.51,2.39619934709574
"M",5,253,104.04,2.40312052117582
"M",5,257,105.95,2.40993312333129
"M",5,257,100.57,2.40993312333129
"M",5,268,147.18,2.42813479402879
"M",5,270,143.57,2.43136376415899
"M",5,270,159.17,2.43136376415899
"M",5,270,123.49,2.43136376415899
"M",5,271,141.37,2.43296929087441
"M",5,272,158.32,2.4345689040342
"M",5,272,168.18,2.4345689040342
"M",5,273,128.91,2.43616264704076
"M",5,277,156.63,2.44247976906445
"M",5,277,122.95,2.44247976906445
"M",5,277,151.96,2.44247976906445
"M",5,282,146.44,2.45024910831936
"M",5,282,140.4,2.45024910831936
"M",5,283,134.05,2.45178643552429
"M",5,287,165.33,2.45788189673399
"M",5,291,205.09,2.46389298898591
"M",5,291,166.02,2.46389298898591
"M",5,291,160.35,2.46389298898591
"M",5,301,211.09,2.47856649559384
"M",5,303,202.86,2.4814426285023
"M",5,304,178.65,2.48287358360875
"M",5,305,210.49,2.48429983934679
"M",5,308,244.43,2.48855071650044
"M",5,309,208.7,2.48995847942483
"M",5,309,224.97,2.48995847942483
"M",5,311,239.04,2.49276038902684
"M",5,312,208.05,2.49415459401844
"M",5,320,272.99,2.50514997831991
"M",5,321,250.05,2.50650503240487
"M",5,323,271.77,2.5092025223311
"M",5,324,248.53,2.51054501020661
"M",5,324,260.11,2.51054501020661
"M",5,327,271.25,2.51454775266029
"M",5,329,259.75,2.51719589794997
"M",5,331,285.95,2.51982799377572
"M",5,333,287.98,2.52244423350632
"M",5,335,335.76,2.52504480703685
"M",5,336,320.69,2.52633927738984
"M",5,339,209.77,2.53019969820308
"M",5,341,298.36,2.5327543789925
"M",5,343,323,2.53529412004277
"M",5,348,315.25,2.54157924394658
"M",5,348,332.88,2.54157924394658
"M",5,353,247.66,2.54777470538782
"M",5,354,331.91,2.54900326202579
"M",5,355,326.66,2.55022835305509
"M",5,356,420,2.55144999797288
"M",5,357,275.23,2.55266821611219
"M",5,359,366.31,2.55509444857832
"M",5,362,373.81,2.55870857053317
"M",5,362,287.43,2.55870857053317
"M",5,365,373.46,2.56229286445647
"M",5,366,346.1,2.56348108539441
"M",5,367,354.34,2.56466606425209
"M",5,370,385.71,2.56820172406699
"M",5,370,377.61,2.56820172406699
"M",5,370,296.14,2.56820172406699
"M",5,375,408.71,2.57403126772772
"M",5,378,434.3,2.57749179983723
"M",5,380,414.01,2.57978359661681
"M",5,381,473.26,2.58092497567562
"M",5,383,503.33,2.58319877396862
"M",5,383,414.15,2.58319877396862
"M",5,383,462.86,2.58319877396862
"M",5,383,401.95,2.58319877396862
"M",5,385,359.61,2.5854607295085
"M",5,386,384.82,2.58658730467176
"M",5,389,516.23,2.58994960132571
"M",5,391,505.56,2.59217675739587
"M",5,394,488.3,2.59549622182557
"M",5,410,590,2.61278385671974
"M",5,411,660,2.61384182187607
"M",5,415,615,2.61804809671209
"M",5,420,620,2.6232492903979
"M",5,433,745,2.63648789635337
"M",5,434,660,2.63748972951251
"M",5,436,790,2.63948648926859
"M",5,442,610,2.64542226934909
"M",5,443,469.7,2.64640372622307
"M",5,452,680,2.65513843481138
"M",5,455,750,2.65801139665711
"M",5,463,1050,2.66558099101795
"M",5,474,645,2.67577834167409
"M",5,475,870,2.67669360962487
"M",5,479,1150,2.68033551341456
"M",5,481,1065,2.68214507637383
"M",5,551,1695,2.74115159885178
"M",6,256,106.98,2.40823996531185
"M",6,262,259,2.41830129131975
"M",6,272,130.07,2.4345689040342
"M",6,275,148.75,2.43933269383026
"M",6,292,167.82,2.46538285144842
"M",6,300,184.46,2.47712125471966
"M",6,305,188.92,2.48429983934679
"M",6,312,175.24,2.49415459401844
"M",6,320,215.87,2.50514997831991
"M",6,323,219.47,2.5092025223311
"M",6,331,290.93,2.51982799377572
"M",6,354,316.2,2.54900326202579
"M",6,390,477.58,2.5910646070265
"M",6,398,557.5,2.59988307207369
"M",6,405,470.08,2.60745502321467
"M",6,445,760,2.64836001098093
"M",6,491,1135,2.69108149212297
"M",7,342,318.66,2.53402610605613
"M",8,470,925,2.67209785793572
